id,first_seen,transaction_count,customer_count,fraud_count
dev_002842,2024-06-08 00:00:00,7,6,0
dev_002843,2024-03-30 00:00:00,0,0,0
dev_002844,2024-03-17 00:00:00,1,1,0
dev_002845,2024-08-02 00:00:00,2,2,0
dev_002846,2024-03-25 00:00:00,4,4,0
dev_002847,2024-01-24 00:00:00,0,0,0
dev_002848,2024-10-07 00:00:00,5,5,0
dev_002849,2024-05-17 00:00:00,3,2,0
dev_002850,2024-05-18 00:00:00,2,1,0
dev_002851,2024-06-06 00:00:00,1,1,0
dev_002852,2024-10-24 00:00:00,0,0,0
dev_002853,2024-04-27 00:00:00,3,3,0
dev_002854,2024-10-03 00:00:00,2,2,0
dev_002855,2024-12-08 00:00:00,4,3,0
dev_002856,2024-08-29 00:00:00,0,0,0
dev_002857,2024-06-06 00:00:00,1,1,0
dev_002858,2024-09-29 00:00:00,9,1,0
dev_002859,2024-06-16 00:00:00,2,2,0
dev_002860,2024-05-31 00:00:00,3,3,0
dev_002861,2024-07-10 00:00:00,1,1,0
dev_002862,2024-04-25 00:00:00,1,1,0
dev_002863,2024-02-08 00:00:00,0,0,0
dev_002864,2024-05-31 00:00:00,1,1,0
dev_002865,2024-02-15 00:00:00,1,1,0
dev_002866,2024-05-29 00:00:00,5,2,0
dev_002867,2024-07-22 00:00:00,1,1,0
dev_002868,2024-12-05 00:00:00,1,1,0
dev_002869,2024-01-14 00:00:00,1,1,0
dev_002870,2024-08-14 00:00:00,54,2,0
dev_002871,2024-06-16 00:00:00,3,3,0
dev_002872,2024-01-08 00:00:00,1,1,0
dev_002873,2024-04-01 00:00:00,2,2,0
dev_002874,2024-02-13 00:00:00,2,2,0
dev_002875,2024-03-20 00:00:00,0,0,0
dev_002876,2024-04-10 00:00:00,3,3,0
dev_002877,2024-05-26 00:00:00,0,0,0
dev_002878,2024-07-12 00:00:00,0,0,0
dev_002879,2024-01-01 00:00:00,0,0,0
dev_002880,2024-02-29 00:00:00,15,5,0
dev_002881,2024-02-04 00:00:00,0,0,0
dev_002882,2024-07-19 00:00:00,0,0,0
dev_002883,2024-04-30 00:00:00,2,2,0
dev_002884,2024-07-19 00:00:00,4,4,0
dev_002885,2024-03-21 00:00:00,2,2,0
dev_002886,2024-01-09 00:00:00,4,2,0
dev_002887,2024-12-09 00:00:00,2,2,0
dev_002888,2024-02-09 00:00:00,3,3,0
dev_002889,2024-02-16 00:00:00,2,2,0
dev_002890,2024-02-23 00:00:00,4,4,0
dev_002891,2024-12-24 00:00:00,3,3,0
dev_002892,2024-08-13 00:00:00,1,1,0
dev_002893,2024-08-10 00:00:00,0,0,0
dev_002894,2024-12-26 00:00:00,4,4,0
dev_002895,2024-02-02 00:00:00,1,1,0
dev_002896,2024-12-21 00:00:00,1,1,0
dev_002897,2024-03-15 00:00:00,1,1,0
dev_002898,2024-08-15 00:00:00,3,2,0
dev_002899,2024-06-02 00:00:00,1,1,0
dev_002900,2024-05-20 00:00:00,1,1,0
dev_002901,2024-12-05 00:00:00,3,3,0
dev_002902,2024-02-24 00:00:00,2,2,0
dev_002903,2024-12-29 00:00:00,1,1,0
dev_002904,2024-05-18 00:00:00,4,4,0
dev_002905,2024-08-24 00:00:00,6,1,0
dev_002906,2024-12-19 00:00:00,1,1,0
dev_002907,2024-01-22 00:00:00,0,0,0
dev_002908,2024-12-02 00:00:00,1,1,0
dev_002909,2024-07-26 00:00:00,3,3,0
dev_002910,2024-09-14 00:00:00,4,4,0
dev_002911,2024-02-24 00:00:00,1,1,0
dev_002912,2024-07-13 00:00:00,0,0,0
dev_002913,2024-09-02 00:00:00,2,2,0
dev_002914,2024-06-15 00:00:00,2,2,0
dev_002915,2024-02-26 00:00:00,1,1,0
dev_002916,2024-03-30 00:00:00,1,1,0
dev_002917,2024-11-07 00:00:00,1,1,0
dev_002918,2024-01-13 00:00:00,4,4,0
dev_002919,2024-09-15 00:00:00,6,3,0
dev_002920,2024-12-30 00:00:00,5,5,0
dev_002921,2024-01-03 00:00:00,0,0,0
dev_002922,2024-02-28 00:00:00,1,1,0
dev_002923,2024-09-03 00:00:00,2,2,0
dev_002924,2024-01-22 00:00:00,5,2,0
dev_002925,2024-08-03 00:00:00,2,2,0
dev_002926,2024-09-06 00:00:00,3,3,0
dev_002927,2024-08-02 00:00:00,7,3,0
dev_002928,2024-05-13 00:00:00,1,1,0
dev_002929,2024-09-11 00:00:00,4,3,0
dev_002930,2024-08-04 00:00:00,1,1,0
dev_002931,2024-03-16 00:00:00,1,1,0
dev_002932,2024-07-24 00:00:00,18,2,0
dev_002933,2024-11-17 00:00:00,0,0,0
dev_002934,2024-08-31 00:00:00,6,3,1
dev_002935,2024-06-21 00:00:00,1,1,0
dev_002936,2024-04-27 00:00:00,1,1,0
dev_002937,2024-02-01 00:00:00,0,0,0
dev_002938,2024-03-30 00:00:00,0,0,0
dev_002939,2024-01-05 00:00:00,2,2,0
dev_002940,2024-12-26 00:00:00,2,2,0
dev_002941,2024-03-22 00:00:00,2,2,0
dev_002942,2024-10-24 00:00:00,2,2,0
dev_002943,2024-03-02 00:00:00,1,1,1
dev_002944,2024-04-13 00:00:00,2,1,0
dev_002945,2024-06-01 00:00:00,1,1,0
dev_002946,2024-04-28 00:00:00,1,1,0
dev_002947,2024-10-18 00:00:00,2,2,0
dev_002948,2024-12-15 00:00:00,0,0,0
dev_002949,2024-11-15 00:00:00,1,1,0
dev_002950,2024-02-26 00:00:00,33,5,0
dev_002951,2024-10-10 00:00:00,1,1,0
dev_002952,2024-02-24 00:00:00,1,1,0
dev_002953,2024-11-29 00:00:00,5,4,0
dev_002954,2024-07-08 00:00:00,0,0,0
dev_002955,2024-05-02 00:00:00,5,5,0
dev_002956,2024-02-27 00:00:00,1,1,0
dev_002957,2024-01-05 00:00:00,3,3,0
dev_002958,2024-03-31 00:00:00,1,1,0
dev_002959,2024-11-29 00:00:00,3,3,0
dev_002960,2024-10-18 00:00:00,1,1,0
dev_002961,2024-12-19 00:00:00,10,8,1
dev_002962,2024-02-06 00:00:00,2,1,0
dev_002963,2024-08-04 00:00:00,0,0,0
dev_002964,2024-04-03 00:00:00,4,4,0
dev_002965,2024-07-17 00:00:00,3,2,0
dev_002966,2024-04-26 00:00:00,0,0,0
dev_002967,2024-04-13 00:00:00,28,5,1
dev_002968,2024-07-28 00:00:00,1,1,0
dev_002969,2024-03-07 00:00:00,0,0,0
dev_002970,2024-06-20 00:00:00,0,0,0
dev_002971,2024-08-25 00:00:00,1,1,0
dev_002972,2024-02-16 00:00:00,2,2,0
dev_002973,2024-12-05 00:00:00,0,0,0
dev_002974,2024-07-03 00:00:00,1,1,0
dev_002975,2024-10-26 00:00:00,2,2,0
dev_002976,2024-08-26 00:00:00,0,0,0
dev_002977,2024-09-16 00:00:00,0,0,0
dev_002978,2024-09-18 00:00:00,1,1,0
dev_002979,2024-11-15 00:00:00,5,5,0
dev_002980,2024-08-11 00:00:00,6,6,0
dev_002981,2024-04-11 00:00:00,2,2,0
dev_002982,2024-02-06 00:00:00,0,0,0
dev_002983,2024-08-09 00:00:00,1,1,0
dev_002984,2024-01-25 00:00:00,10,4,0
dev_002985,2024-03-29 00:00:00,6,6,0
dev_002986,2024-01-23 00:00:00,1,1,0
dev_002987,2024-07-19 00:00:00,1,1,0
dev_002988,2024-02-28 00:00:00,1,1,0
dev_002989,2024-08-10 00:00:00,6,4,0
dev_002990,2024-10-15 00:00:00,2,2,0
dev_002991,2024-10-26 00:00:00,3,2,0
dev_002992,2024-04-22 00:00:00,7,3,0
dev_002993,2024-07-19 00:00:00,0,0,0
dev_002994,2024-07-24 00:00:00,0,0,0
dev_002995,2024-06-21 00:00:00,7,1,0
dev_002996,2024-08-27 00:00:00,2,2,1
dev_002997,2024-03-17 00:00:00,3,3,0
dev_002998,2024-12-23 00:00:00,2,2,0
dev_002999,2024-02-05 00:00:00,2,2,0
dev_003000,2024-10-29 00:00:00,3,3,0
dev_003001,2024-08-04 00:00:00,0,0,0
dev_003002,2024-03-30 00:00:00,3,3,0
dev_003003,2024-09-29 00:00:00,3,3,0
dev_003004,2024-01-31 00:00:00,6,4,0
dev_003005,2024-10-09 00:00:00,0,0,0
dev_003006,2024-08-03 00:00:00,6,6,0
dev_003007,2024-02-10 00:00:00,12,3,0
dev_003008,2024-01-30 00:00:00,2,2,0
dev_003009,2024-10-01 00:00:00,5,3,0
dev_003010,2024-04-16 00:00:00,3,3,0
dev_003011,2024-11-20 00:00:00,3,3,0
dev_003012,2024-10-05 00:00:00,3,3,2
dev_003013,2024-09-11 00:00:00,2,2,0
dev_003014,2024-04-11 00:00:00,1,1,1
dev_003015,2024-09-15 00:00:00,5,3,0
dev_003016,2024-12-12 00:00:00,2,2,0
dev_003017,2024-02-03 00:00:00,2,2,0
dev_003018,2024-04-29 00:00:00,4,4,0
dev_003019,2024-03-26 00:00:00,1,1,0
dev_003020,2024-05-23 00:00:00,2,2,0
dev_003021,2024-09-27 00:00:00,0,0,0
dev_003022,2024-06-22 00:00:00,1,1,0
dev_003023,2024-07-27 00:00:00,1,1,0
dev_003024,2024-04-24 00:00:00,8,5,1
dev_003025,2024-02-21 00:00:00,9,4,0
dev_003026,2024-04-07 00:00:00,2,2,0
dev_003027,2024-11-09 00:00:00,0,0,0
dev_003028,2024-08-07 00:00:00,4,4,0
dev_003029,2024-05-17 00:00:00,0,0,0
dev_003030,2024-10-15 00:00:00,1,1,0
dev_003031,2024-01-24 00:00:00,12,4,0
dev_003032,2024-04-02 00:00:00,3,3,0
dev_003033,2024-03-24 00:00:00,3,3,0
dev_003034,2024-12-25 00:00:00,1,1,0
dev_003035,2024-09-14 00:00:00,4,4,0
dev_003036,2024-08-13 00:00:00,2,2,0
dev_003037,2024-01-02 00:00:00,1,1,0
dev_003038,2024-03-08 00:00:00,4,4,0
dev_003039,2024-08-19 00:00:00,7,6,1
dev_003040,2024-05-18 00:00:00,1,1,0
dev_003041,2024-12-03 00:00:00,3,2,0
dev_003042,2024-10-06 00:00:00,1,1,0
dev_003043,2024-06-12 00:00:00,3,3,0
dev_003044,2024-09-30 00:00:00,4,2,0
dev_003045,2024-12-22 00:00:00,14,2,0
dev_003046,2024-06-17 00:00:00,0,0,0
dev_003047,2024-08-22 00:00:00,8,8,2
dev_003048,2024-12-01 00:00:00,3,3,0
dev_003049,2024-03-31 00:00:00,4,4,0
dev_003050,2024-11-19 00:00:00,1,1,0
dev_003051,2024-02-05 00:00:00,1,1,0
dev_003052,2024-08-24 00:00:00,31,2,0
dev_003053,2024-10-12 00:00:00,3,3,0
dev_003054,2024-08-12 00:00:00,3,3,0
dev_003055,2024-06-29 00:00:00,2,2,1
dev_003056,2024-08-13 00:00:00,0,0,0
dev_003057,2024-02-25 00:00:00,1,1,0
dev_003058,2024-03-19 00:00:00,10,3,0
dev_003059,2024-04-08 00:00:00,2,2,0
dev_003060,2024-08-06 00:00:00,1,1,0
dev_003061,2024-06-10 00:00:00,2,2,0
dev_003062,2024-03-30 00:00:00,4,4,0
dev_003063,2024-11-18 00:00:00,0,0,0
dev_003064,2024-05-16 00:00:00,2,2,0
dev_003065,2024-06-11 00:00:00,4,2,0
dev_003066,2024-05-29 00:00:00,7024,3,0
dev_003067,2024-03-07 00:00:00,2,2,0
dev_003068,2024-09-24 00:00:00,2,2,0
dev_003069,2024-06-12 00:00:00,3,3,0
dev_003070,2024-01-06 00:00:00,10,1,0
dev_003071,2024-12-17 00:00:00,3,3,0
dev_003072,2024-10-24 00:00:00,7,4,0
dev_003073,2024-09-21 00:00:00,0,0,0
dev_003074,2024-11-13 00:00:00,4,4,0
dev_003075,2024-11-26 00:00:00,0,0,0
dev_003076,2024-05-03 00:00:00,159,6,0
dev_003077,2024-08-10 00:00:00,1,1,1
dev_003078,2024-08-10 00:00:00,2,2,0
dev_003079,2024-04-07 00:00:00,2,2,0
dev_003080,2024-03-22 00:00:00,3,3,0
dev_003081,2024-02-11 00:00:00,2,2,0
dev_003082,2024-08-28 00:00:00,1,1,0
dev_003083,2024-10-12 00:00:00,1,1,0
dev_003084,2024-10-04 00:00:00,5,4,0
dev_003085,2024-04-25 00:00:00,6,6,0
dev_003086,2024-03-15 00:00:00,8,5,0
dev_003087,2024-06-14 00:00:00,4,4,1
dev_003088,2024-07-18 00:00:00,1,1,0
dev_003089,2024-12-01 00:00:00,1,1,0
dev_003090,2024-11-15 00:00:00,0,0,0
dev_003091,2024-11-30 00:00:00,21,5,0
dev_003092,2024-11-06 00:00:00,17,1,0
dev_003093,2024-12-18 00:00:00,10,5,1
dev_003094,2024-06-18 00:00:00,4,1,0
dev_003095,2024-01-18 00:00:00,0,0,0
dev_003096,2024-01-31 00:00:00,2,2,1
dev_003097,2024-05-22 00:00:00,0,0,0
dev_003098,2024-04-04 00:00:00,1,1,0
dev_003099,2024-03-03 00:00:00,1,1,1
dev_003100,2024-12-13 00:00:00,2,2,0
dev_003101,2024-03-12 00:00:00,3,3,0
dev_003102,2024-12-16 00:00:00,1,1,0
dev_003103,2024-10-04 00:00:00,3,3,0
dev_003104,2024-08-21 00:00:00,1,1,1
dev_003105,2024-09-03 00:00:00,0,0,0
dev_003106,2024-04-30 00:00:00,1,1,1
dev_003107,2024-08-23 00:00:00,2,2,0
dev_003108,2024-03-09 00:00:00,3,3,0
dev_003109,2024-12-08 00:00:00,0,0,0
dev_003110,2024-04-20 00:00:00,3,3,0
dev_003111,2024-04-03 00:00:00,1,1,0
dev_003112,2024-09-16 00:00:00,2,2,0
dev_003113,2024-08-27 00:00:00,1,1,0
dev_003114,2024-06-13 00:00:00,5,2,0
dev_003115,2024-08-18 00:00:00,1,1,0
dev_003116,2024-02-28 00:00:00,2,2,0
dev_003117,2024-09-02 00:00:00,4,4,0
dev_003118,2024-04-08 00:00:00,15,3,0
dev_003119,2024-04-09 00:00:00,4,4,0
dev_003120,2024-02-29 00:00:00,2,2,0
dev_003121,2024-05-01 00:00:00,0,0,0
dev_003122,2024-04-30 00:00:00,10,3,0
dev_003123,2024-06-14 00:00:00,0,0,0
dev_003124,2024-03-10 00:00:00,6,5,0
dev_003125,2024-03-11 00:00:00,18,3,0
dev_003126,2024-07-16 00:00:00,4,4,0
dev_003127,2024-02-17 00:00:00,2,2,0
dev_003128,2024-09-08 00:00:00,1,1,0
dev_003129,2024-12-10 00:00:00,1,1,0
dev_003130,2024-06-04 00:00:00,1,1,1
dev_003131,2024-11-24 00:00:00,0,0,0
dev_003132,2024-02-05 00:00:00,43,3,0
dev_003133,2024-01-16 00:00:00,2,2,0
dev_003134,2024-09-20 00:00:00,11,5,0
dev_003135,2024-10-04 00:00:00,0,0,0
dev_003136,2024-11-03 00:00:00,4,4,0
dev_003137,2024-01-21 00:00:00,1,1,0
dev_003138,2024-10-10 00:00:00,2,1,0
dev_003139,2024-05-17 00:00:00,0,0,0
dev_003140,2024-04-20 00:00:00,2,2,0
dev_003141,2024-03-04 00:00:00,15,2,0
dev_003142,2024-12-29 00:00:00,2,2,0
dev_003143,2024-01-24 00:00:00,3,3,0
dev_003144,2024-10-28 00:00:00,8,4,0
dev_003145,2024-08-21 00:00:00,4,4,0
dev_003146,2024-09-25 00:00:00,2,2,0
dev_003147,2024-09-16 00:00:00,0,0,0
dev_003148,2024-11-09 00:00:00,1,1,0
dev_003149,2024-03-08 00:00:00,1,1,0
dev_003150,2024-01-01 00:00:00,3,3,0
dev_003151,2024-08-06 00:00:00,1,1,0
dev_003152,2024-05-09 00:00:00,3,3,0
dev_003153,2024-02-15 00:00:00,8,3,0
dev_003154,2024-03-08 00:00:00,0,0,0
dev_003155,2024-05-01 00:00:00,4,4,0
dev_003156,2024-01-26 00:00:00,0,0,0
dev_003157,2024-01-21 00:00:00,3,3,0
dev_003158,2024-11-30 00:00:00,1,1,0
dev_003159,2024-04-23 00:00:00,2,2,1
dev_003160,2024-12-24 00:00:00,1,1,0
dev_003161,2024-12-17 00:00:00,4,4,0
dev_003162,2024-02-22 00:00:00,2,2,0
dev_003163,2024-09-17 00:00:00,0,0,0
dev_003164,2024-08-07 00:00:00,0,0,0
dev_003165,2024-09-09 00:00:00,1,1,0
dev_003166,2024-02-05 00:00:00,2,2,0
dev_003167,2024-03-09 00:00:00,3,3,0
dev_003168,2024-01-28 00:00:00,4,4,0
dev_003169,2024-08-08 00:00:00,4,2,0
dev_003170,2024-12-26 00:00:00,4,3,0
dev_003171,2024-09-02 00:00:00,4,4,0
dev_003172,2024-09-16 00:00:00,4,4,0
dev_003173,2024-12-25 00:00:00,7,3,0
dev_003174,2024-09-04 00:00:00,1,1,0
dev_003175,2024-01-15 00:00:00,2,2,0
dev_003176,2024-11-12 00:00:00,1,1,0
dev_003177,2024-05-13 00:00:00,1,1,0
dev_003178,2024-01-02 00:00:00,1,1,0
dev_003179,2024-07-04 00:00:00,2,1,0
dev_003180,2024-12-08 00:00:00,0,0,0
dev_003181,2024-04-03 00:00:00,23,5,0
dev_003182,2024-06-28 00:00:00,0,0,0
dev_003183,2024-03-04 00:00:00,4,3,0
dev_003184,2024-01-22 00:00:00,0,0,0
dev_003185,2024-01-30 00:00:00,0,0,0
dev_003186,2024-09-22 00:00:00,1,1,0
dev_003187,2024-11-11 00:00:00,4,4,0
dev_003188,2024-02-22 00:00:00,5,3,0
dev_003189,2024-04-15 00:00:00,3,3,0
dev_003190,2024-03-12 00:00:00,2,2,0
dev_003191,2024-01-10 00:00:00,1,1,0
dev_003192,2024-07-21 00:00:00,3,3,0
dev_003193,2024-09-12 00:00:00,1,1,1
dev_003194,2024-08-24 00:00:00,4,4,0
dev_003195,2024-05-21 00:00:00,4,3,0
dev_003196,2024-07-21 00:00:00,2,2,0
dev_003197,2024-02-04 00:00:00,4,4,0
dev_003198,2024-02-26 00:00:00,9,6,0
dev_003199,2024-12-06 00:00:00,1,1,0
dev_003200,2024-10-04 00:00:00,0,0,0
dev_003201,2024-12-02 00:00:00,5,5,0
dev_003202,2024-11-30 00:00:00,0,0,0
dev_003203,2024-08-25 00:00:00,0,0,0
dev_003204,2024-12-04 00:00:00,3,3,0
dev_003205,2024-06-01 00:00:00,1,1,0
dev_003206,2024-01-02 00:00:00,1,1,0
dev_003207,2024-01-23 00:00:00,3,3,0
dev_003208,2024-02-09 00:00:00,0,0,0
dev_003209,2024-02-04 00:00:00,1,1,0
dev_003210,2024-05-08 00:00:00,2,2,0
dev_003211,2024-09-12 00:00:00,2,2,0
dev_003212,2024-10-15 00:00:00,2,2,0
dev_003213,2024-08-03 00:00:00,6,4,0
dev_003214,2024-02-23 00:00:00,0,0,0
dev_003215,2024-09-29 00:00:00,4,4,0
dev_003216,2024-05-09 00:00:00,2,2,0
dev_003217,2024-01-05 00:00:00,1,1,0
dev_003218,2024-04-12 00:00:00,1,1,0
dev_003219,2024-04-30 00:00:00,1,1,0
dev_003220,2024-04-10 00:00:00,0,0,0
dev_003221,2024-10-23 00:00:00,0,0,0
dev_003222,2024-10-04 00:00:00,3,3,0
dev_003223,2024-09-10 00:00:00,0,0,0
dev_003224,2024-02-20 00:00:00,1,1,0
dev_003225,2024-10-21 00:00:00,7,5,0
dev_003226,2024-09-04 00:00:00,1,1,0
dev_003227,2024-03-12 00:00:00,2,2,0
dev_003228,2024-08-24 00:00:00,2,2,0
dev_003229,2024-06-25 00:00:00,2,2,1
dev_003230,2024-06-09 00:00:00,2,2,0
dev_003231,2024-02-10 00:00:00,1,1,0
dev_003232,2024-07-08 00:00:00,1,1,0
dev_003233,2024-02-06 00:00:00,5,5,0
dev_003234,2024-02-29 00:00:00,7,3,0
dev_003235,2024-02-18 00:00:00,0,0,0
dev_003236,2024-12-14 00:00:00,3,2,0
dev_003237,2024-04-13 00:00:00,1,1,0
dev_003238,2024-05-09 00:00:00,1,1,0
dev_003239,2024-04-27 00:00:00,0,0,0
dev_003240,2024-11-23 00:00:00,1,1,0
dev_003241,2024-07-24 00:00:00,2,2,1
dev_003242,2024-12-01 00:00:00,33,3,1
dev_003243,2024-04-19 00:00:00,3,3,0
dev_003244,2024-02-11 00:00:00,1,1,0
dev_003245,2024-07-22 00:00:00,1,1,0
dev_003246,2024-05-06 00:00:00,2,2,0
dev_003247,2024-10-19 00:00:00,1,1,0
dev_003248,2024-11-16 00:00:00,2,1,0
dev_003249,2024-06-21 00:00:00,3,3,0
dev_003250,2024-12-20 00:00:00,4,4,0
dev_003251,2024-07-20 00:00:00,0,0,0
dev_003252,2024-04-08 00:00:00,4,4,0
dev_003253,2024-06-27 00:00:00,2,2,0
dev_003254,2024-01-14 00:00:00,1,1,0
dev_003255,2024-10-20 00:00:00,0,0,0
dev_003256,2024-02-07 00:00:00,3,2,0
dev_003257,2024-04-22 00:00:00,0,0,0
dev_003258,2024-07-25 00:00:00,1,1,0
dev_003259,2024-01-16 00:00:00,2,2,0
dev_003260,2024-01-29 00:00:00,1,1,0
dev_003261,2024-09-11 00:00:00,3,2,0
dev_003262,2024-01-27 00:00:00,4,4,0
dev_003263,2024-06-23 00:00:00,2,2,0
dev_003264,2024-05-03 00:00:00,3,3,0
dev_003265,2024-03-24 00:00:00,2,2,1
dev_003266,2024-03-09 00:00:00,5,2,0
dev_003267,2024-10-05 00:00:00,2,2,0
dev_003268,2024-12-13 00:00:00,4,4,0
dev_003269,2024-02-21 00:00:00,2,2,0
dev_003270,2024-12-16 00:00:00,3,3,0
dev_003271,2024-08-05 00:00:00,0,0,0
dev_003272,2024-08-22 00:00:00,2,2,0
dev_003273,2024-09-16 00:00:00,2,2,0
dev_003274,2024-09-14 00:00:00,0,0,0
dev_003275,2024-10-26 00:00:00,5,3,0
dev_003276,2024-06-25 00:00:00,1,1,0
dev_003277,2024-07-13 00:00:00,3,3,0
dev_003278,2024-04-28 00:00:00,21,1,0
dev_003279,2024-02-08 00:00:00,1,1,0
dev_003280,2024-08-30 00:00:00,2,2,0
dev_003281,2024-01-13 00:00:00,6,6,1
dev_003282,2024-04-10 00:00:00,4,4,0
dev_003283,2024-02-04 00:00:00,1,1,0
dev_003284,2024-03-10 00:00:00,2,2,0
dev_003285,2024-08-21 00:00:00,3,3,1
dev_003286,2024-08-17 00:00:00,12,1,0
dev_003287,2024-06-02 00:00:00,2,2,0
dev_003288,2024-02-02 00:00:00,1,1,0
dev_003289,2024-06-07 00:00:00,2,2,0
dev_003290,2024-05-08 00:00:00,3,3,0
dev_003291,2024-09-19 00:00:00,0,0,0
dev_003292,2024-07-30 00:00:00,0,0,0
dev_003293,2024-06-28 00:00:00,1,1,1
dev_003294,2024-06-26 00:00:00,2,2,0
dev_003295,2024-12-18 00:00:00,1,1,0
dev_003296,2024-10-03 00:00:00,0,0,0
dev_003297,2024-06-30 00:00:00,3,3,0
dev_003298,2024-06-23 00:00:00,1,1,0
dev_003299,2024-01-10 00:00:00,4,4,0
dev_003300,2024-12-10 00:00:00,1,1,0
dev_003301,2024-04-26 00:00:00,0,0,0
dev_003302,2024-04-03 00:00:00,3,3,0
dev_003303,2024-12-30 00:00:00,0,0,0
dev_003304,2024-09-19 00:00:00,4,4,0
dev_003305,2024-01-18 00:00:00,1,1,0
dev_003306,2024-01-23 00:00:00,13,3,0
dev_003307,2024-01-10 00:00:00,3,3,1
dev_003308,2024-08-06 00:00:00,1,1,0
dev_003309,2024-01-27 00:00:00,2,2,0
dev_003310,2024-12-06 00:00:00,2,2,0
dev_003311,2024-12-07 00:00:00,1,1,0
dev_003312,2024-07-18 00:00:00,4,4,1
dev_003313,2024-08-13 00:00:00,0,0,0
dev_003314,2024-04-16 00:00:00,3,3,0
dev_003315,2024-01-24 00:00:00,1,1,0
dev_003316,2024-09-26 00:00:00,1,1,0
dev_003317,2024-02-07 00:00:00,2,2,0
dev_003318,2024-02-01 00:00:00,1,1,0
dev_003319,2024-04-23 00:00:00,0,0,0
dev_003320,2024-01-05 00:00:00,14,4,0
dev_003321,2024-06-07 00:00:00,3,3,0
dev_003322,2024-09-15 00:00:00,3,3,0
dev_003323,2024-10-19 00:00:00,8,5,0
dev_003324,2024-08-08 00:00:00,3,3,0
dev_003325,2024-11-05 00:00:00,4,4,1
dev_003326,2024-05-28 00:00:00,2,2,0
dev_003327,2024-11-05 00:00:00,1,1,0
dev_003328,2024-07-03 00:00:00,2,2,0
dev_003329,2024-03-22 00:00:00,5,5,0
dev_003330,2024-12-10 00:00:00,1,1,0
dev_003331,2024-04-10 00:00:00,2,2,0
dev_003332,2024-01-10 00:00:00,3,3,0
dev_003333,2024-03-29 00:00:00,0,0,0
dev_003334,2024-05-13 00:00:00,4,4,1
dev_003335,2024-05-08 00:00:00,2,2,0
dev_003336,2024-07-10 00:00:00,2,2,0
dev_003337,2024-11-18 00:00:00,7,5,0
dev_003338,2024-04-16 00:00:00,3,3,0
dev_003339,2024-07-09 00:00:00,3,3,0
dev_003340,2024-05-04 00:00:00,2,2,0
dev_003341,2024-10-26 00:00:00,0,0,0
dev_003342,2024-02-27 00:00:00,2,2,0
dev_003343,2024-02-07 00:00:00,2,2,0
dev_003344,2024-07-02 00:00:00,2,2,0
dev_003345,2024-09-02 00:00:00,2,2,0
dev_003346,2024-10-17 00:00:00,8,5,0
dev_003347,2024-08-03 00:00:00,7,2,0
dev_003348,2024-10-09 00:00:00,1,1,0
dev_003349,2024-05-23 00:00:00,2,2,0
dev_003350,2024-01-12 00:00:00,2,2,0
dev_003351,2024-02-12 00:00:00,7,2,0
dev_003352,2024-01-15 00:00:00,5,5,0
dev_003353,2024-04-30 00:00:00,3,3,1
dev_003354,2024-06-29 00:00:00,11,4,0
dev_003355,2024-05-10 00:00:00,2,2,0
dev_003356,2024-07-23 00:00:00,0,0,0
dev_003357,2024-06-24 00:00:00,2,2,0
dev_003358,2024-09-04 00:00:00,1,1,0
dev_003359,2024-08-31 00:00:00,3,3,0
dev_003360,2024-04-26 00:00:00,3,3,0
dev_003361,2024-05-06 00:00:00,6,3,0
dev_003362,2024-08-01 00:00:00,1,1,0
dev_003363,2024-08-05 00:00:00,2,1,0
dev_003364,2024-04-24 00:00:00,1,1,0
dev_003365,2024-04-30 00:00:00,2,2,0
dev_003366,2024-09-10 00:00:00,1,1,0
dev_003367,2024-08-24 00:00:00,0,0,0
dev_003368,2024-02-19 00:00:00,5,5,0
dev_003369,2024-06-09 00:00:00,3,3,0
dev_003370,2024-11-21 00:00:00,2,2,0
dev_003371,2024-01-14 00:00:00,0,0,0
dev_003372,2024-11-08 00:00:00,0,0,0
dev_003373,2024-02-29 00:00:00,2,2,0
dev_003374,2024-07-04 00:00:00,57,6,1
dev_003375,2024-06-03 00:00:00,2,2,0
dev_003376,2024-01-04 00:00:00,3,3,0
dev_003377,2024-11-30 00:00:00,0,0,0
dev_003378,2024-06-15 00:00:00,3,3,0
dev_003379,2024-12-14 00:00:00,1,1,0
dev_003380,2024-04-14 00:00:00,2,2,1
dev_003381,2024-11-12 00:00:00,8,4,0
dev_003382,2024-12-02 00:00:00,1,1,0
dev_003383,2024-07-22 00:00:00,2,2,0
dev_003384,2024-03-14 00:00:00,3,3,1
dev_003385,2024-09-07 00:00:00,1,1,0
dev_003386,2024-07-19 00:00:00,4,2,1
dev_003387,2024-12-10 00:00:00,1,1,0
dev_003388,2024-06-09 00:00:00,0,0,0
dev_003389,2024-04-08 00:00:00,3,3,0
dev_003390,2024-02-20 00:00:00,2,2,1
dev_003391,2024-09-12 00:00:00,3,3,0
dev_003392,2024-12-21 00:00:00,2,2,0
dev_003393,2024-01-11 00:00:00,2,2,0
dev_003394,2024-09-27 00:00:00,3,3,0
dev_003395,2024-12-04 00:00:00,1,1,0
dev_003396,2024-01-28 00:00:00,1,1,1
dev_003397,2024-02-10 00:00:00,0,0,0
dev_003398,2024-09-09 00:00:00,2,2,0
dev_003399,2024-08-24 00:00:00,1,1,0
dev_003400,2024-01-26 00:00:00,3,3,0
